vote_id,user_id,target_type,target_id,value,created_at
V0007195,U01320,post,P002817,1,2024-03-25T17:36:51
V0010982,U02009,comment,CM0002405,1,2024-03-25T18:30:27
V0008399,U00884,post,P003176,1,2024-03-25T19:10:52
V0000842,U02796,post,P002156,1,2024-03-25T19:13:53
V0004163,U01562,comment,CM0003492,1,2024-03-25T19:22:34
V0009067,U02205,comment,CM0005971,1,2024-03-25T20:54:47
V0009640,U00441,post,P001040,1,2024-03-25T21:29:05
V0011588,U00810,post,P001852,1,2024-03-26T01:23:15
V0007303,U01760,post,P000084,1,2024-03-26T03:59:53
V0003613,U01347,post,P003487,1,2024-03-26T06:27:41
V0010368,U02338,post,P000216,1,2024-03-26T08:31:05
V0002962,U00540,post,P002177,1,2024-03-26T08:50:15
V0014831,U01557,comment,CM0003429,-1,2024-03-26T09:10:13
V0008982,U02799,post,P000233,-1,2024-03-26T09:49:47
V0004288,U00640,post,P001375,1,2024-03-26T11:43:17
V0007731,U00500,post,P000165,1,2024-03-26T11:46:55
V0001354,U01162,post,P002411,1,2024-03-26T12:02:23
V0013459,U00305,comment,CM0000758,1,2024-03-26T13:02:56
V0001638,U01535,comment,CM0006004,1,2024-03-26T13:21:19
V0012815,U02006,post,P001520,1,2024-03-26T14:12:12
V0007188,U01536,post,P001555,1,2024-03-26T16:46:36
V0014770,U02756,post,P002586,-1,2024-03-26T17:12:02
V0009439,U00457,comment,CM0004378,1,2024-03-26T18:35:20
V0008666,U02964,post,P002186,-1,2024-03-26T20:28:50
V0013011,U00938,comment,CM0001796,1,2024-03-26T20:55:10
V0006198,U02597,post,P003968,1,2024-03-26T22:46:30
V0008937,U00036,comment,CM0005633,1,2024-03-26T23:22:08
V0002421,U00044,comment,CM0002321,1,2024-03-27T00:00:18
V0007079,U00957,post,P003850,1,2024-03-27T00:24:16
V0002054,U02399,post,P001935,1,2024-03-27T01:50:09
V0004124,U00329,post,P003042,-1,2024-03-27T02:09:16
V0011321,U02160,post,P000813,1,2024-03-27T02:10:10
V0009882,U02094,comment,CM0000312,1,2024-03-27T02:18:12
V0010772,U02178,comment,CM0003505,1,2024-03-27T08:24:19
V0006835,U00842,post,P000622,1,2024-03-27T09:11:27
V0005421,U02597,comment,CM0002469,1,2024-03-27T09:35:24
V0013352,U01984,post,P003839,-1,2024-03-27T10:39:01
V0013263,U00148,post,P002841,1,2024-03-27T13:11:19
V0014388,U02475,post,P000090,1,2024-03-27T13:34:35
V0000176,U00563,post,P003762,1,2024-03-27T14:39:53
V0000944,U01553,post,P003835,1,2024-03-27T14:44:36
V0000085,U00480,post,P001087,1,2024-03-27T15:28:23
V0007278,U01707,post,P002544,1,2024-03-27T16:09:41
V0010193,U00562,comment,CM0002651,1,2024-03-27T16:21:13
V0010337,U01013,post,P003580,1,2024-03-27T16:26:24
V0005679,U01927,post,P003239,1,2024-03-27T17:14:45
V0008774,U00062,post,P000632,1,2024-03-27T17:23:11
V0004404,U01249,comment,CM0005886,1,2024-03-27T18:11:09
V0006594,U01970,post,P002065,1,2024-03-27T21:42:03
V0005428,U00940,post,P001901,1,2024-03-27T22:14:39
V0009331,U01550,post,P001966,1,2024-03-27T22:49:33
V0013328,U01376,post,P002147,1,2024-03-27T23:14:24
V0005051,U00902,post,P000873,1,2024-03-27T23:20:52
V0011071,U02064,post,P002247,1,2024-03-28T00:53:56
V0011714,U01311,post,P003295,1,2024-03-28T01:39:33
V0013436,U00380,comment,CM0002854,1,2024-03-28T02:21:24
V0004914,U00516,post,P001073,1,2024-03-28T03:28:20
V0012870,U00568,post,P002911,1,2024-03-28T03:37:43
V0012816,U01407,post,P002561,1,2024-03-28T04:17:57
V0000457,U00609,comment,CM0001812,1,2024-03-28T04:22:58
V0008000,U00752,post,P003495,1,2024-03-28T06:24:22
V0005891,U02634,comment,CM0001811,1,2024-03-28T09:14:16
V0005675,U00567,post,P001228,1,2024-03-28T11:08:18
V0002225,U01791,post,P000639,1,2024-03-28T12:09:41
V0014016,U00458,comment,CM0002679,1,2024-03-28T13:00:32
V0012680,U02270,comment,CM0000965,-1,2024-03-28T14:15:35
V0008412,U00079,post,P002656,1,2024-03-28T16:00:10
V0002535,U00776,post,P002123,1,2024-03-28T16:32:29
V0001711,U02094,post,P002576,1,2024-03-28T20:17:32
V0004138,U01512,comment,CM0005857,1,2024-03-29T03:41:07
V0010128,U00911,post,P000935,1,2024-03-29T04:56:25
V0012522,U02773,post,P002218,1,2024-03-29T05:53:10
V0012795,U00384,post,P002375,1,2024-03-29T05:59:37
V0007490,U02613,post,P002217,1,2024-03-29T06:59:22
V0012046,U00489,post,P001450,1,2024-03-29T07:51:36
V0008677,U01967,post,P001795,1,2024-03-29T08:02:30
V0004146,U01852,post,P002118,1,2024-03-29T08:08:32
V0009265,U00707,post,P001775,1,2024-03-29T08:24:43
V0001636,U00573,post,P002191,1,2024-03-29T11:14:13
V0010729,U01379,post,P003057,1,2024-03-29T11:17:29
V0014244,U02332,post,P002437,1,2024-03-29T11:44:32
V0002618,U01486,comment,CM0002286,1,2024-03-29T13:45:21
V0013708,U01246,post,P003679,1,2024-03-29T13:57:47
V0009773,U01699,post,P001839,-1,2024-03-29T14:08:38
V0009654,U02987,post,P001363,1,2024-03-29T15:14:10
V0007194,U02548,comment,CM0000685,1,2024-03-29T15:50:25
V0007204,U00636,comment,CM0001872,1,2024-03-29T16:21:08
V0002936,U00271,post,P002122,1,2024-03-29T16:43:54
V0000816,U02806,post,P002798,1,2024-03-29T21:24:51
V0010047,U00316,comment,CM0004233,1,2024-03-29T21:49:48
V0007944,U02882,post,P001637,-1,2024-03-29T23:00:48
V0012156,U01821,comment,CM0002591,1,2024-03-29T23:51:48
V0011886,U00825,post,P000953,1,2024-03-30T00:07:22
V0014222,U01305,comment,CM0006038,1,2024-03-30T01:15:51
V0001838,U01504,post,P001886,1,2024-03-30T02:20:09
V0014107,U00601,post,P001199,-1,2024-03-30T02:20:36
V0009166,U02774,post,P002925,1,2024-03-30T03:16:49
V0009822,U02902,post,P002443,-1,2024-03-30T03:49:11
V0002126,U02684,post,P003904,1,2024-03-30T03:53:46
V0001432,U00891,post,P003211,1,2024-03-30T06:30:13
V0014710,U01922,post,P001594,1,2024-03-30T07:58:58
V0000256,U00188,post,P000844,1,2024-03-30T08:00:19
V0005919,U02936,post,P003356,1,2024-03-30T08:40:34
V0004795,U01534,post,P002448,1,2024-03-30T09:32:26
V0009097,U00578,post,P001562,1,2024-03-30T10:17:37
V0004694,U00008,post,P003886,1,2024-03-30T12:09:56
V0003097,U01056,post,P001145,-1,2024-03-30T12:19:21
V0007062,U00029,post,P001439,1,2024-03-30T12:56:14
V0010765,U02287,comment,CM0001362,1,2024-03-30T13:02:41
V0007038,U01550,post,P002527,1,2024-03-30T13:11:30
V0011633,U00668,comment,CM0005846,1,2024-03-30T13:20:08
V0002094,U00134,post,P001130,1,2024-03-30T14:26:27
V0006317,U00420,post,P003362,1,2024-03-30T15:51:37
V0006881,U01361,comment,CM0005929,1,2024-03-30T17:28:38
V0009837,U01730,comment,CM0003324,1,2024-03-30T18:13:29
V0005776,U00620,post,P000488,1,2024-03-30T18:49:52
V0002665,U01058,post,P002382,1,2024-03-30T20:07:54
V0008439,U01723,post,P001422,-1,2024-03-30T20:08:34
V0004218,U00228,post,P002757,1,2024-03-30T23:38:14
V0006607,U00672,post,P002517,1,2024-03-30T23:41:05
V0011426,U00109,comment,CM0004473,1,2024-03-31T00:29:17
V0009847,U00569,post,P003505,1,2024-03-31T00:47:12
V0001327,U01396,post,P003285,1,2024-03-31T01:17:09
V0010677,U01540,post,P000840,1,2024-03-31T01:21:33
V0002663,U02642,post,P003459,1,2024-03-31T01:28:59
V0009990,U01833,post,P002968,1,2024-03-31T02:56:36
V0003062,U01719,comment,CM0000622,1,2024-03-31T03:20:55
V0001622,U00082,post,P003397,1,2024-03-31T04:06:25
V0012731,U00738,comment,CM0003265,1,2024-03-31T06:00:30
V0003450,U00614,post,P001751,1,2024-03-31T07:39:16
V0003079,U01833,comment,CM0001066,1,2024-03-31T08:25:36
V0010617,U00535,post,P003372,1,2024-03-31T08:36:16
V0002344,U02525,post,P001514,1,2024-03-31T10:58:58
V0012628,U01315,post,P001905,1,2024-03-31T11:07:24
V0006128,U00549,post,P000353,1,2024-03-31T11:33:53
V0003636,U01315,post,P002585,1,2024-03-31T14:03:59
V0009627,U00003,post,P001749,1,2024-03-31T14:48:47
V0004195,U01575,post,P002775,1,2024-03-31T15:07:28
V0013592,U00102,comment,CM0006669,1,2024-03-31T15:31:43
V0003339,U00596,post,P003351,1,2024-03-31T16:04:57
V0012770,U01405,post,P003285,1,2024-03-31T16:06:25
V0013761,U02615,comment,CM0004320,1,2024-03-31T18:30:07
V0009054,U02914,comment,CM0003083,1,2024-03-31T20:19:52
V0005646,U00222,post,P000596,1,2024-03-31T20:34:12
V0005321,U02614,comment,CM0003557,1,2024-03-31T20:48:22
V0009629,U02903,post,P000216,1,2024-04-01T00:21:30
V0001579,U02952,post,P002266,1,2024-04-01T00:40:05
V0003357,U03000,comment,CM0001702,1,2024-04-01T01:44:08
V0006186,U02139,comment,CM0004465,1,2024-04-01T02:38:57
V0014644,U01637,post,P002233,1,2024-04-01T03:47:44
V0008806,U01719,post,P003419,1,2024-04-01T04:14:28
V0011849,U01313,post,P002361,1,2024-04-01T04:54:33
V0002396,U01069,post,P003309,-1,2024-04-01T05:06:07
V0004678,U01215,post,P003759,1,2024-04-01T07:18:15
V0009987,U02174,post,P002950,1,2024-04-01T10:18:22
V0014298,U01544,post,P002254,1,2024-04-01T10:23:48
V0012435,U01089,post,P001737,1,2024-04-01T11:37:27
V0009120,U01467,post,P001487,1,2024-04-01T12:24:05
V0009780,U00949,post,P001250,1,2024-04-01T13:43:12
V0006068,U01701,post,P001911,1,2024-04-01T13:58:09
V0008869,U01829,comment,CM0004569,1,2024-04-01T14:26:26
V0002258,U01502,post,P003005,1,2024-04-01T14:34:03
V0012493,U00731,comment,CM0004715,1,2024-04-01T15:56:19
V0010440,U02642,comment,CM0001887,1,2024-04-01T16:54:48
V0011239,U02423,post,P002951,1,2024-04-01T18:18:31
V0002956,U01004,post,P000366,1,2024-04-01T19:04:56
V0011926,U01189,post,P001948,1,2024-04-01T19:53:16
V0010475,U01996,post,P002818,1,2024-04-01T20:44:37
V0004945,U00137,post,P002130,1,2024-04-01T20:53:41
V0003177,U02742,comment,CM0000416,1,2024-04-01T21:14:52
V0012677,U01028,post,P000725,1,2024-04-01T22:12:05
V0000640,U00389,post,P002033,1,2024-04-02T00:37:35
V0000001,U02183,post,P002265,1,2024-04-02T01:03:48
V0011028,U02125,post,P001988,1,2024-04-02T02:11:58
V0006708,U00450,post,P000955,1,2024-04-02T02:27:40
V0014195,U00039,post,P001830,1,2024-04-02T02:41:43
V0013990,U01675,post,P002589,1,2024-04-02T05:30:50
V0010026,U00506,post,P003814,1,2024-04-02T06:04:46
V0011413,U01853,post,P000731,1,2024-04-02T06:11:34
V0011397,U02261,comment,CM0000687,1,2024-04-02T07:19:46
V0001760,U01693,post,P000603,1,2024-04-02T08:15:31
V0009759,U00402,post,P001469,-1,2024-04-02T09:24:13
V0008945,U00134,post,P001543,-1,2024-04-02T09:26:56
V0012698,U01310,post,P001229,1,2024-04-02T11:40:46
V0001038,U00847,comment,CM0006751,-1,2024-04-02T12:15:52
V0005253,U00532,post,P002037,-1,2024-04-02T14:45:43
V0003090,U02148,post,P000851,1,2024-04-02T15:04:16
V0005652,U01209,post,P003770,1,2024-04-02T17:16:06
V0007242,U01770,post,P003885,1,2024-04-02T17:37:33
V0008344,U00933,post,P000330,1,2024-04-02T21:50:39
V0001161,U01805,comment,CM0001972,1,2024-04-02T22:23:17
V0001268,U01965,comment,CM0005418,1,2024-04-03T00:07:45
V0014257,U02066,post,P001923,1,2024-04-03T02:15:00
V0003237,U02878,post,P001050,1,2024-04-03T03:26:42
V0010171,U01888,post,P002833,1,2024-04-03T03:45:51
V0007174,U01587,post,P001601,1,2024-04-03T04:45:41
V0012853,U01456,comment,CM0004590,1,2024-04-03T05:32:08
V0004168,U02466,post,P002876,1,2024-04-03T05:51:56
V0003342,U00772,post,P000069,1,2024-04-03T05:54:56
V0010402,U02490,post,P001493,-1,2024-04-03T09:58:00
V0012945,U02568,post,P002480,-1,2024-04-03T11:39:24
V0009637,U01787,comment,CM0003493,1,2024-04-03T12:20:38
V0006227,U00501,comment,CM0004805,1,2024-04-03T13:08:06
V0008467,U01458,post,P002301,1,2024-04-03T15:16:51
V0013621,U00574,post,P000448,1,2024-04-03T15:23:36
V0007953,U00349,comment,CM0004758,1,2024-04-03T15:49:27
V0007666,U02108,post,P002317,1,2024-04-03T16:29:18
V0003330,U01204,post,P002913,1,2024-04-03T18:36:21
V0012426,U02834,post,P000398,-1,2024-04-03T19:26:08
V0003702,U00088,post,P003111,1,2024-04-03T19:41:43
V0010645,U00300,post,P001146,1,2024-04-03T22:00:44
V0008053,U01799,post,P001288,1,2024-04-03T22:02:47
V0005399,U01073,comment,CM0002245,1,2024-04-03T22:06:52
V0011738,U02471,comment,CM0000815,1,2024-04-04T01:10:38
V0013647,U00241,post,P000504,1,2024-04-04T02:42:36
V0001840,U00862,comment,CM0002194,1,2024-04-04T02:50:51
V0002502,U00887,post,P000769,1,2024-04-04T02:55:43
V0001752,U02194,post,P000477,1,2024-04-04T03:06:17
V0011983,U02415,comment,CM0005950,1,2024-04-04T04:44:34
V0008901,U02315,post,P003443,1,2024-04-04T04:47:36
V0003015,U01930,post,P003493,1,2024-04-04T05:32:01
V0011815,U01866,post,P001266,1,2024-04-04T07:58:53
V0005535,U00228,post,P000498,-1,2024-04-04T08:34:07
V0010426,U01670,post,P003753,1,2024-04-04T08:45:17
V0011879,U00563,comment,CM0005963,1,2024-04-04T13:34:02
V0007081,U02513,post,P001358,1,2024-04-04T13:48:50
V0007925,U00040,post,P000506,1,2024-04-04T14:05:22
V0009470,U00193,post,P002049,1,2024-04-04T14:22:24
V0011611,U02046,post,P001583,1,2024-04-04T17:17:31
V0009542,U02496,post,P000961,-1,2024-04-04T17:20:22
V0013115,U00557,post,P002427,1,2024-04-04T17:49:07
V0005822,U02171,comment,CM0002290,1,2024-04-04T19:57:51
V0006395,U02585,post,P000898,1,2024-04-04T20:52:01
V0007628,U00280,post,P002527,1,2024-04-04T22:28:48
V0010659,U00181,post,P003651,1,2024-04-05T00:33:30
V0013513,U02422,comment,CM0004154,1,2024-04-05T01:29:48
V0012332,U00254,post,P002744,1,2024-04-05T02:17:03
V0007371,U01398,comment,CM0003882,1,2024-04-05T02:56:00
V0009890,U01649,comment,CM0003419,1,2024-04-05T03:21:14
V0004156,U00436,post,P001011,1,2024-04-05T03:43:22
V0011898,U02909,post,P000750,1,2024-04-05T03:54:54
V0005806,U02101,comment,CM0006977,1,2024-04-05T04:42:31
V0008661,U01155,post,P003856,1,2024-04-05T05:10:01
V0002479,U02030,post,P003880,1,2024-04-05T06:36:46
V0009537,U02509,post,P000794,1,2024-04-05T07:56:49
V0013812,U01201,comment,CM0000776,1,2024-04-05T09:51:39
V0007054,U02753,post,P002709,1,2024-04-05T10:38:09
V0006662,U00590,comment,CM0003297,1,2024-04-05T12:46:23
V0007305,U00684,post,P003680,1,2024-04-05T15:02:24
V0001501,U02418,post,P002191,1,2024-04-05T15:31:12
V0009463,U02418,post,P001881,1,2024-04-05T17:25:12
V0002958,U00161,post,P003412,1,2024-04-05T18:59:39
V0004132,U02555,post,P001628,1,2024-04-05T20:14:01
V0006417,U01726,post,P002749,1,2024-04-05T22:50:23
V0012238,U01563,post,P002398,-1,2024-04-05T23:08:59
V0006314,U00961,comment,CM0005690,1,2024-04-05T23:44:41
V0011254,U02836,comment,CM0003797,1,2024-04-05T23:49:34
V0006389,U00791,post,P001431,1,2024-04-06T01:18:29
V0012020,U00488,comment,CM0006634,1,2024-04-06T02:04:44
V0004448,U01841,post,P002006,1,2024-04-06T03:05:10
V0009248,U01671,post,P002136,-1,2024-04-06T03:43:30
V0013611,U00724,post,P001281,1,2024-04-06T03:46:39
V0005938,U01530,post,P000693,1,2024-04-06T04:00:43
V0005242,U00385,comment,CM0005876,1,2024-04-06T06:28:34
V0000728,U02880,post,P002043,1,2024-04-06T06:36:36
V0010130,U00423,post,P002752,1,2024-04-06T07:07:12
V0010250,U02613,post,P001987,1,2024-04-06T08:43:54
V0007884,U00266,comment,CM0004954,-1,2024-04-06T10:47:29
V0010594,U02458,post,P002688,1,2024-04-06T10:52:22
V0005834,U02856,post,P001675,1,2024-04-06T12:06:51
V0002873,U00652,comment,CM0002356,1,2024-04-06T13:41:34
V0014037,U01906,post,P001257,1,2024-04-06T14:17:52
V0006949,U02729,post,P003668,1,2024-04-06T14:19:43
V0014173,U00761,post,P000137,1,2024-04-06T16:43:30
V0008517,U02270,post,P003488,1,2024-04-06T17:25:14
V0007487,U01616,post,P001254,1,2024-04-06T19:03:53
V0005165,U01078,post,P002186,1,2024-04-06T21:59:18
V0002887,U02720,post,P002139,1,2024-04-07T01:34:20
V0008176,U00302,post,P002838,1,2024-04-07T02:36:27
V0010983,U00875,post,P003166,1,2024-04-07T03:46:45
V0008624,U01031,post,P001431,1,2024-04-07T04:19:11
V0002674,U01845,post,P000648,1,2024-04-07T04:31:07
V0005947,U01133,post,P003111,1,2024-04-07T04:53:55
V0002841,U02802,post,P001323,1,2024-04-07T05:45:21
V0006624,U02891,post,P001075,-1,2024-04-07T07:22:18
V0007067,U01796,post,P000190,1,2024-04-07T07:43:51
V0008712,U01275,comment,CM0005197,-1,2024-04-07T07:58:09
V0004490,U01528,post,P000714,1,2024-04-07T11:23:55
V0003354,U02568,post,P003828,-1,2024-04-07T12:26:02
V0004270,U01955,post,P000601,1,2024-04-07T13:41:30
V0003758,U00934,post,P003805,1,2024-04-07T14:53:23
V0013576,U01961,post,P002780,1,2024-04-07T14:55:35
V0014130,U01439,post,P003871,1,2024-04-07T15:35:43
V0007667,U01533,post,P000453,1,2024-04-07T17:08:44
V0010871,U02881,comment,CM0004144,1,2024-04-07T19:30:39
V0002358,U02634,post,P000238,1,2024-04-07T20:49:46
V0008061,U01356,post,P001351,1,2024-04-07T21:16:19
V0012080,U01081,post,P002698,1,2024-04-07T21:22:50
V0009306,U01716,comment,CM0006004,1,2024-04-07T23:42:38
V0009370,U01332,post,P003850,1,2024-04-08T00:18:59
V0013526,U02318,post,P000968,1,2024-04-08T00:36:33
V0007983,U00543,post,P000375,1,2024-04-08T00:52:41
V0009852,U00020,post,P002852,1,2024-04-08T01:43:49
V0005668,U01576,post,P002296,1,2024-04-08T01:54:23
V0007523,U00155,post,P002705,1,2024-04-08T02:47:43
V0008907,U00121,post,P003202,1,2024-04-08T02:48:54
V0002768,U00539,post,P000356,1,2024-04-08T03:03:12
V0011002,U02935,comment,CM0000929,1,2024-04-08T03:25:50
V0005073,U00432,post,P003881,-1,2024-04-08T05:16:54
V0008641,U00783,comment,CM0001592,-1,2024-04-08T07:31:44
V0009652,U01858,post,P003472,1,2024-04-08T07:35:51
V0006031,U01541,post,P002196,1,2024-04-08T07:55:45
V0009802,U00012,comment,CM0005155,1,2024-04-08T08:02:15
V0001339,U02207,post,P002536,1,2024-04-08T08:09:23
V0001856,U00135,post,P000024,1,2024-04-08T09:25:13
V0007118,U00243,comment,CM0003720,1,2024-04-08T10:29:43
V0000768,U01244,post,P002515,-1,2024-04-08T10:50:35
V0012298,U00919,post,P000219,1,2024-04-08T10:57:21
V0013857,U01796,post,P001281,1,2024-04-08T11:12:34
V0004892,U00822,comment,CM0006654,1,2024-04-08T14:08:41
V0013610,U01710,post,P000717,1,2024-04-08T14:52:18
V0009816,U01650,post,P003234,1,2024-04-08T15:53:00
V0005027,U01358,post,P001636,1,2024-04-08T16:10:25
V0012635,U02781,post,P002676,1,2024-04-08T17:10:46
V0004709,U00075,post,P002980,1,2024-04-08T17:25:52
V0006528,U01150,post,P002707,1,2024-04-08T17:45:29
V0000494,U00762,post,P000034,1,2024-04-08T18:53:31
V0004884,U02879,post,P003379,1,2024-04-08T19:26:50
V0002165,U00831,post,P002994,1,2024-04-08T19:48:30
V0001351,U00084,post,P003284,1,2024-04-08T23:16:26
V0001757,U01605,post,P000977,1,2024-04-09T01:27:23
V0008595,U02879,post,P001600,1,2024-04-09T01:52:07
V0008359,U01579,post,P001435,1,2024-04-09T02:05:51
V0003708,U02674,post,P002652,1,2024-04-09T03:14:28
V0004359,U01920,post,P002776,1,2024-04-09T05:09:33
V0010247,U00672,post,P003753,1,2024-04-09T06:17:57
V0008087,U02013,post,P000474,1,2024-04-09T07:03:09
V0012894,U02224,comment,CM0002930,1,2024-04-09T07:51:11
V0005686,U02683,comment,CM0000589,1,2024-04-09T08:29:18
V0009033,U00159,comment,CM0000534,1,2024-04-09T08:38:46
V0003341,U01508,comment,CM0002856,1,2024-04-09T10:17:20
V0001615,U01317,post,P000395,1,2024-04-09T11:52:11
V0005354,U02159,post,P002903,-1,2024-04-09T11:58:17
V0014454,U01604,post,P003606,1,2024-04-09T12:24:03
V0007982,U02904,comment,CM0001696,1,2024-04-09T13:50:24
V0007495,U00514,post,P003674,1,2024-04-09T14:26:56
V0003092,U01355,post,P000351,1,2024-04-09T14:51:07
V0012523,U01885,comment,CM0001255,1,2024-04-09T16:44:15
V0005623,U02015,comment,CM0003838,1,2024-04-09T17:59:38
V0008377,U02489,post,P002661,1,2024-04-09T19:55:23
V0001708,U02781,post,P000322,1,2024-04-09T20:14:05
V0014457,U02542,post,P001629,1,2024-04-09T20:15:18
V0012416,U00178,post,P001760,1,2024-04-09T23:49:05
V0006543,U01983,post,P003386,1,2024-04-10T00:47:49
V0013734,U00616,post,P000867,1,2024-04-10T01:50:57
V0014954,U00160,post,P001008,1,2024-04-10T03:28:10
V0001017,U01075,post,P001626,1,2024-04-10T05:04:25
V0007913,U02567,post,P001868,1,2024-04-10T06:06:05
V0014589,U01192,post,P002605,1,2024-04-10T06:56:27
V0007231,U01979,post,P002480,1,2024-04-10T09:14:45
V0013979,U02347,post,P001987,1,2024-04-10T10:18:31
V0007531,U01184,post,P000821,1,2024-04-10T11:10:03
V0011205,U02030,post,P001233,1,2024-04-10T12:42:11
V0011067,U02196,post,P000938,1,2024-04-10T14:16:05
V0005771,U00685,post,P001975,1,2024-04-10T14:31:41
V0005581,U02815,post,P001345,1,2024-04-10T15:05:44
V0009914,U00090,post,P000763,1,2024-04-10T15:17:34
V0008999,U01568,post,P001223,1,2024-04-10T15:18:15
V0001658,U00738,post,P002450,1,2024-04-10T15:39:33
V0006289,U00236,post,P000055,1,2024-04-10T16:04:56
V0013612,U02411,post,P002410,1,2024-04-10T16:17:10
V0007142,U02123,post,P001077,-1,2024-04-10T16:51:34
V0013124,U01442,comment,CM0000679,1,2024-04-10T17:13:59
V0003553,U00444,post,P000791,1,2024-04-10T18:26:41
V0009936,U00740,post,P002246,1,2024-04-10T18:27:48
V0001345,U00557,post,P003438,1,2024-04-10T19:17:07
V0000091,U02791,post,P003801,1,2024-04-10T19:29:56
V0006527,U01811,comment,CM0005819,1,2024-04-10T20:04:38
V0014034,U00795,comment,CM0000128,1,2024-04-10T22:29:45
V0014726,U00236,post,P002612,1,2024-04-10T22:43:05
V0004068,U01562,post,P000682,1,2024-04-10T23:02:41
V0000385,U01625,comment,CM0000860,1,2024-04-11T00:42:30
V0013257,U00973,post,P003381,-1,2024-04-11T00:43:51
V0003173,U02920,post,P001685,1,2024-04-11T02:09:38
V0007283,U01203,comment,CM0002978,1,2024-04-11T02:10:11
V0001039,U02956,comment,CM0003547,1,2024-04-11T04:26:51
V0003401,U01070,post,P001945,-1,2024-04-11T04:36:16
V0002729,U02712,post,P003108,1,2024-04-11T06:38:56
V0000426,U00575,post,P003585,-1,2024-04-11T07:16:34
V0001938,U00023,post,P000158,1,2024-04-11T08:56:57
V0008146,U01334,comment,CM0003491,1,2024-04-11T09:09:44
V0004508,U02967,comment,CM0006811,1,2024-04-11T09:47:27
V0012069,U00426,post,P003767,-1,2024-04-11T09:57:37
V0005728,U00146,comment,CM0005586,1,2024-04-11T10:27:02
V0001150,U00956,comment,CM0000844,1,2024-04-11T10:36:18
V0001768,U00561,comment,CM0000692,1,2024-04-11T11:56:47
V0005808,U02711,post,P002413,1,2024-04-11T14:23:08
V0008894,U01872,post,P003254,-1,2024-04-11T14:38:48
V0000090,U02662,post,P003823,1,2024-04-11T16:48:50
V0005039,U02694,post,P001218,1,2024-04-11T16:49:40
V0002893,U00065,comment,CM0001658,-1,2024-04-11T19:30:27
V0009623,U02646,post,P000486,1,2024-04-11T20:19:49
V0012035,U01488,post,P003792,1,2024-04-11T20:55:06
V0013740,U00407,post,P002057,-1,2024-04-11T23:23:44
V0006696,U01837,post,P003974,1,2024-04-11T23:38:29
V0011499,U01570,post,P003783,1,2024-04-11T23:39:50
V0012558,U01764,post,P002643,1,2024-04-12T00:54:22
V0007281,U01117,comment,CM0004708,1,2024-04-12T01:03:09
V0006557,U02296,comment,CM0004985,1,2024-04-12T01:13:00
V0005791,U01226,comment,CM0002427,1,2024-04-12T03:19:30
V0002212,U00464,comment,CM0000253,1,2024-04-12T03:20:31
V0004039,U00500,comment,CM0002795,1,2024-04-12T03:48:00
V0003722,U01848,comment,CM0005989,1,2024-04-12T05:35:02
V0014252,U00673,post,P002468,-1,2024-04-12T06:51:01
V0004335,U02276,post,P001992,1,2024-04-12T12:18:41
V0004796,U00263,post,P000147,-1,2024-04-12T13:35:08
V0000534,U00180,post,P002099,-1,2024-04-12T13:56:35
V0002550,U00942,post,P000172,1,2024-04-12T14:29:43
V0012040,U00892,post,P002376,1,2024-04-12T14:43:48
V0006689,U02295,post,P001934,-1,2024-04-12T18:05:36
V0008078,U02296,post,P003946,-1,2024-04-12T19:59:02
V0009781,U02648,post,P000078,1,2024-04-12T20:38:27
V0010808,U00536,post,P000352,1,2024-04-12T21:17:31
V0005631,U00101,post,P002173,-1,2024-04-12T21:43:31
V0007656,U00049,comment,CM0005472,1,2024-04-12T22:26:03
V0000697,U01532,post,P000961,1,2024-04-12T22:50:47
V0009983,U02013,post,P002710,1,2024-04-13T02:38:52
V0005289,U00892,post,P001325,1,2024-04-13T05:57:54
V0003896,U02266,post,P002419,1,2024-04-13T07:58:07
V0001226,U02666,post,P000405,1,2024-04-13T09:30:02
V0002084,U02652,comment,CM0001835,1,2024-04-13T09:58:51
V0005332,U01254,post,P002348,1,2024-04-13T10:06:05
V0001130,U01104,post,P003548,1,2024-04-13T10:21:44
V0002681,U02071,post,P001102,-1,2024-04-13T11:29:51
V0014217,U01015,post,P000970,1,2024-04-13T14:02:02
V0006270,U00758,post,P003731,1,2024-04-13T14:41:15
V0001916,U01321,comment,CM0005452,-1,2024-04-13T15:50:49
V0008887,U02390,post,P002246,1,2024-04-13T16:32:23
V0012364,U01376,post,P000432,1,2024-04-13T18:27:17
V0013939,U02189,post,P002565,1,2024-04-13T19:11:47
V0006724,U00538,comment,CM0003661,-1,2024-04-13T19:12:35
V0005248,U02192,post,P002482,1,2024-04-13T19:46:45
V0010268,U01035,post,P002418,1,2024-04-13T20:34:08
V0005150,U00678,post,P002522,1,2024-04-13T21:44:34
V0007023,U00002,post,P000626,1,2024-04-13T21:46:41
V0007823,U00658,post,P001106,1,2024-04-13T22:05:16
V0011365,U02853,post,P002142,1,2024-04-13T22:41:02
V0008003,U00042,post,P000756,1,2024-04-13T23:56:22
V0013895,U02362,post,P003862,1,2024-04-14T00:03:39
V0000070,U02063,post,P000377,1,2024-04-14T07:35:11
V0003565,U00144,post,P003727,1,2024-04-14T08:12:17
V0007025,U01207,post,P001039,1,2024-04-14T08:18:06
V0013735,U00544,post,P001915,1,2024-04-14T09:16:24
