event_id,event_type,user_id,session_id,entity_type,entity_id,props,timestamp
E0005889,view,U00358,S04588,comment,CM0002152,"{""device"": ""mobile"", ""duration_sec"": 414}",2025-04-23T18:20:57
E0005890,view,U01737,S04917,post,P000704,"{""device"": ""desktop"", ""duration_sec"": 550}",2024-12-25T08:44:10
E0005891,click,U00972,S04235,post,P001618,"{""device"": ""tablet"", ""duration_sec"": 548}",2025-06-23T20:23:16
E0005892,join,U02594,S03566,community,C068,"{""device"": ""tablet"", ""duration_sec"": 23}",2024-02-04T21:59:26
E0005893,view,U00018,S01180,post,P000082,"{""device"": ""mobile"", ""duration_sec"": 84}",2025-11-02T08:58:03
E0005894,view,U00656,S01903,community,C130,"{""device"": ""tablet"", ""duration_sec"": 308}",2024-10-14T06:17:08
E0005895,view,U02572,S02377,post,P003137,"{""device"": ""tablet"", ""duration_sec"": 309}",2024-10-18T11:25:50
E0005896,vote,U02385,S02922,post,P003184,"{""device"": ""mobile"", ""duration_sec"": 438}",2024-11-24T17:25:09
E0005897,view,U02080,S02027,community,C171,"{""device"": ""tablet"", ""duration_sec"": 489}",2024-12-03T20:20:28
E0005898,view,U01819,S02924,comment,CM0005387,"{""device"": ""tablet"", ""duration_sec"": 128}",2025-04-24T18:00:18
E0005899,vote,U01403,S00281,post,P001038,"{""device"": ""desktop"", ""duration_sec"": 195}",2024-11-18T08:16:18
E0005900,view,U01131,S02517,community,C006,"{""device"": ""desktop"", ""duration_sec"": 557}",2025-04-01T06:53:05
E0005901,view,U02016,S04375,post,P000276,"{""device"": ""mobile"", ""duration_sec"": 370}",2024-09-21T11:08:39
E0005902,view,U02570,S03634,post,P000686,"{""device"": ""mobile"", ""duration_sec"": 306}",2025-05-15T13:12:55
E0005903,click,U00699,S01665,post,P001561,"{""device"": ""tablet"", ""duration_sec"": 450}",2025-07-06T09:37:28
E0005904,vote,U00276,S02508,post,P001575,"{""device"": ""mobile"", ""duration_sec"": 280}",2024-03-03T07:10:13
E0005905,comment,U02747,S03576,post,P001054,"{""device"": ""mobile"", ""duration_sec"": 583}",2024-05-12T00:51:58
E0005906,click,U00657,S04921,post,P000652,"{""device"": ""mobile"", ""duration_sec"": 575}",2024-03-21T18:44:29
E0005907,view,U01316,S03806,post,P000659,"{""device"": ""tablet"", ""duration_sec"": 476}",2024-03-29T01:25:20
E0005908,view,U00787,S03671,comment,CM0003535,"{""device"": ""desktop"", ""duration_sec"": 34}",2025-05-11T13:19:27
E0005909,view,U01886,S00154,comment,CM0005181,"{""device"": ""tablet"", ""duration_sec"": 553}",2024-06-03T05:51:03
E0005910,view,U02570,S04073,post,P002747,"{""device"": ""tablet"", ""duration_sec"": 224}",2024-02-03T11:38:31
E0005911,view,U02597,S00940,community,C190,"{""device"": ""desktop"", ""duration_sec"": 408}",2024-10-15T11:28:28
E0005912,vote,U02500,S04507,post,P000091,"{""device"": ""desktop"", ""duration_sec"": 246}",2025-10-17T20:49:03
E0005913,view,U00641,S02036,post,P000524,"{""device"": ""desktop"", ""duration_sec"": 100}",2025-05-15T06:03:39
E0005914,view,U02870,S00430,post,P001953,"{""device"": ""mobile"", ""duration_sec"": 278}",2025-05-15T05:49:07
E0005915,vote,U02220,S01585,post,P002804,"{""device"": ""desktop"", ""duration_sec"": 287}",2025-01-10T08:29:33
E0005916,click,U00515,S03822,post,P003370,"{""device"": ""desktop"", ""duration_sec"": 104}",2025-01-25T19:54:00
E0005917,vote,U01708,S02291,post,P000014,"{""device"": ""mobile"", ""duration_sec"": 375}",2024-03-17T07:28:46
E0005918,view,U00796,S02218,post,P002582,"{""device"": ""tablet"", ""duration_sec"": 266}",2025-06-22T06:37:33
E0005919,view,U02076,S01743,post,P001942,"{""device"": ""mobile"", ""duration_sec"": 262}",2024-01-10T20:45:24
E0005920,click,U00559,S02928,post,P003987,"{""device"": ""mobile"", ""duration_sec"": 437}",2025-08-23T06:51:03
E0005921,click,U00938,S04897,post,P001372,"{""device"": ""mobile"", ""duration_sec"": 521}",2024-01-08T00:18:07
E0005922,view,U02377,S02708,post,P003172,"{""device"": ""desktop"", ""duration_sec"": 33}",2025-04-25T07:23:37
E0005923,view,U01677,S03268,post,P003474,"{""device"": ""tablet"", ""duration_sec"": 286}",2024-04-21T09:39:47
E0005924,click,U01942,S00336,post,P002455,"{""device"": ""desktop"", ""duration_sec"": 247}",2024-08-26T09:48:17
E0005925,share,U02669,S00065,post,P000753,"{""device"": ""desktop"", ""duration_sec"": 415}",2025-05-11T01:09:00
E0005926,view,U00948,S04885,comment,CM0006535,"{""device"": ""mobile"", ""duration_sec"": 135}",2024-05-30T12:29:54
E0005927,view,U00809,S02728,post,P002221,"{""device"": ""desktop"", ""duration_sec"": 384}",2025-05-26T12:56:06
E0005928,view,U00878,S04633,post,P003700,"{""device"": ""desktop"", ""duration_sec"": 521}",2025-08-09T05:54:34
E0005929,view,U00068,S02805,post,P000962,"{""device"": ""mobile"", ""duration_sec"": 57}",2024-12-23T15:10:23
E0005930,view,U01781,S02545,post,P002205,"{""device"": ""mobile"", ""duration_sec"": 317}",2025-02-20T21:39:15
E0005931,comment,U01893,S03158,post,P001419,"{""device"": ""tablet"", ""duration_sec"": 365}",2024-01-08T23:03:13
E0005932,vote,U00030,S04832,post,P000011,"{""device"": ""tablet"", ""duration_sec"": 92}",2025-05-01T20:23:52
E0005933,view,U01345,S01666,comment,CM0006470,"{""device"": ""desktop"", ""duration_sec"": 67}",2024-03-15T18:15:11
E0005934,vote,U02474,S03296,comment,CM0005425,"{""device"": ""tablet"", ""duration_sec"": 236}",2024-12-05T17:12:54
E0005935,click,U00617,S03587,comment,CM0000572,"{""device"": ""mobile"", ""duration_sec"": 494}",2024-09-26T17:00:53
E0005936,view,U01311,S04229,post,P000744,"{""device"": ""mobile"", ""duration_sec"": 293}",2025-09-29T19:50:31
E0005937,view,U01206,S02552,community,C123,"{""device"": ""desktop"", ""duration_sec"": 595}",2025-06-03T04:16:27
E0005938,view,U01619,S02743,post,P003074,"{""device"": ""desktop"", ""duration_sec"": 220}",2024-05-13T18:24:54
E0005939,view,U02690,S00339,comment,CM0001276,"{""device"": ""desktop"", ""duration_sec"": 162}",2024-01-10T12:22:38
E0005940,view,U01989,S02079,post,P001819,"{""device"": ""tablet"", ""duration_sec"": 562}",2025-08-10T11:31:55
E0005941,view,U00295,S04275,post,P001503,"{""device"": ""mobile"", ""duration_sec"": 503}",2024-10-04T07:12:11
E0005942,view,U01696,S01522,comment,CM0003308,"{""device"": ""mobile"", ""duration_sec"": 91}",2024-11-13T22:31:07
E0005943,vote,U01094,S04169,comment,CM0006203,"{""device"": ""desktop"", ""duration_sec"": 215}",2025-09-24T03:58:56
E0005944,view,U00004,S00362,post,P000263,"{""device"": ""mobile"", ""duration_sec"": 232}",2024-01-27T09:36:41
E0005945,comment,U01234,S03076,comment,CM0001463,"{""device"": ""desktop"", ""duration_sec"": 42}",2025-10-01T09:43:02
E0005946,click,U02265,S01400,post,P000779,"{""device"": ""mobile"", ""duration_sec"": 278}",2025-04-14T06:07:31
E0005947,view,U01904,S01971,comment,CM0000889,"{""device"": ""mobile"", ""duration_sec"": 594}",2024-04-10T12:45:00
E0005948,comment,U01104,S00645,post,P003235,"{""device"": ""tablet"", ""duration_sec"": 315}",2024-02-03T16:59:12
E0005949,view,U01561,S01331,post,P001598,"{""device"": ""mobile"", ""duration_sec"": 25}",2025-07-12T19:31:39
E0005950,view,U01303,S01760,post,P001736,"{""device"": ""desktop"", ""duration_sec"": 514}",2025-08-08T07:52:44
E0005951,view,U02605,S01651,post,P001503,"{""device"": ""tablet"", ""duration_sec"": 72}",2025-03-04T06:54:59
E0005952,join,U01809,S02757,post,P003520,"{""device"": ""desktop"", ""duration_sec"": 201}",2025-10-12T13:54:39
E0005953,view,U01831,S02082,comment,CM0003478,"{""device"": ""tablet"", ""duration_sec"": 44}",2024-01-09T17:19:14
E0005954,vote,U02663,S01406,comment,CM0006487,"{""device"": ""tablet"", ""duration_sec"": 175}",2025-05-13T20:37:35
E0005955,vote,U01502,S02556,post,P000401,"{""device"": ""tablet"", ""duration_sec"": 257}",2025-10-06T22:33:22
E0005956,vote,U01847,S01117,post,P003477,"{""device"": ""tablet"", ""duration_sec"": 586}",2025-10-24T20:44:46
E0005957,click,U01093,S04410,post,P001588,"{""device"": ""tablet"", ""duration_sec"": 343}",2024-12-14T13:46:31
E0005958,view,U01684,S02385,comment,CM0004968,"{""device"": ""desktop"", ""duration_sec"": 447}",2025-04-27T05:41:44
E0005959,view,U01154,S02847,post,P001524,"{""device"": ""mobile"", ""duration_sec"": 584}",2024-02-21T00:05:07
E0005960,view,U00118,S03748,comment,CM0005034,"{""device"": ""desktop"", ""duration_sec"": 437}",2024-07-31T16:18:17
E0005961,join,U01845,S04165,post,P002354,"{""device"": ""desktop"", ""duration_sec"": 246}",2025-06-02T18:20:22
E0005962,view,U01482,S01227,comment,CM0006791,"{""device"": ""mobile"", ""duration_sec"": 270}",2025-01-14T06:47:55
E0005963,click,U00282,S00320,post,P001898,"{""device"": ""mobile"", ""duration_sec"": 157}",2025-04-16T14:45:50
E0005964,view,U01952,S04707,comment,CM0002178,"{""device"": ""tablet"", ""duration_sec"": 523}",2024-02-26T14:10:37
E0005965,view,U00869,S01223,post,P000583,"{""device"": ""mobile"", ""duration_sec"": 38}",2025-01-29T05:17:45
E0005966,click,U01634,S01954,comment,CM0002026,"{""device"": ""tablet"", ""duration_sec"": 386}",2024-06-16T11:35:56
E0005967,click,U01589,S00484,comment,CM0003689,"{""device"": ""desktop"", ""duration_sec"": 86}",2025-06-02T03:53:43
E0005968,view,U01555,S00991,comment,CM0004638,"{""device"": ""tablet"", ""duration_sec"": 44}",2024-10-05T09:24:20
E0005969,click,U01048,S04781,post,P001413,"{""device"": ""mobile"", ""duration_sec"": 503}",2024-07-10T08:36:14
E0005970,click,U00737,S04245,comment,CM0004709,"{""device"": ""mobile"", ""duration_sec"": 496}",2024-07-19T22:05:15
E0005971,click,U01596,S03014,comment,CM0003285,"{""device"": ""tablet"", ""duration_sec"": 400}",2024-02-27T14:17:25
E0005972,click,U02473,S01188,community,C162,"{""device"": ""mobile"", ""duration_sec"": 288}",2024-01-25T17:39:25
E0005973,vote,U02695,S00502,post,P000969,"{""device"": ""tablet"", ""duration_sec"": 496}",2024-09-28T08:06:56
E0005974,share,U01961,S00224,post,P003239,"{""device"": ""desktop"", ""duration_sec"": 379}",2025-10-01T17:36:00
E0005975,view,U01556,S03747,post,P003254,"{""device"": ""tablet"", ""duration_sec"": 1}",2025-03-19T08:39:45
E0005976,vote,U02480,S02369,comment,CM0000497,"{""device"": ""mobile"", ""duration_sec"": 518}",2025-07-31T07:51:15
E0005977,view,U00559,S02589,comment,CM0006970,"{""device"": ""desktop"", ""duration_sec"": 252}",2024-04-03T08:11:40
E0005978,view,U02916,S02572,comment,CM0002610,"{""device"": ""tablet"", ""duration_sec"": 300}",2024-11-03T03:40:51
E0005979,view,U01188,S04710,post,P001028,"{""device"": ""desktop"", ""duration_sec"": 494}",2025-08-03T02:11:42
E0005980,vote,U00615,S01089,community,C081,"{""device"": ""tablet"", ""duration_sec"": 196}",2024-12-04T04:13:34
E0005981,share,U02014,S04621,post,P002732,"{""device"": ""desktop"", ""duration_sec"": 447}",2024-08-07T01:01:08
E0005982,click,U02173,S03603,post,P003580,"{""device"": ""desktop"", ""duration_sec"": 359}",2025-03-07T18:44:48
E0005983,view,U02352,S00339,post,P000341,"{""device"": ""tablet"", ""duration_sec"": 309}",2025-09-30T00:59:17
E0005984,view,U01750,S03597,post,P002632,"{""device"": ""tablet"", ""duration_sec"": 353}",2025-01-20T14:25:31
E0005985,view,U00386,S00074,post,P000752,"{""device"": ""tablet"", ""duration_sec"": 326}",2024-04-17T10:54:49
E0005986,view,U02091,S01338,post,P003585,"{""device"": ""mobile"", ""duration_sec"": 313}",2024-02-04T02:17:59
E0005987,comment,U01820,S04148,comment,CM0005161,"{""device"": ""desktop"", ""duration_sec"": 332}",2024-02-04T01:00:49
E0005988,view,U01919,S03832,post,P003473,"{""device"": ""tablet"", ""duration_sec"": 340}",2025-09-22T22:12:19
E0005989,click,U01110,S00267,post,P000965,"{""device"": ""desktop"", ""duration_sec"": 459}",2024-08-29T14:17:46
E0005990,click,U02668,S02844,post,P001012,"{""device"": ""desktop"", ""duration_sec"": 257}",2024-07-18T04:14:40
E0005991,click,U02574,S04932,community,C081,"{""device"": ""tablet"", ""duration_sec"": 5}",2025-08-31T15:49:41
E0005992,view,U00530,S02396,comment,CM0000808,"{""device"": ""tablet"", ""duration_sec"": 600}",2025-07-10T19:37:51
E0005993,comment,U01684,S00074,post,P000492,"{""device"": ""mobile"", ""duration_sec"": 418}",2025-02-09T15:00:44
E0005994,vote,U00447,S04446,comment,CM0002355,"{""device"": ""tablet"", ""duration_sec"": 45}",2025-02-18T17:52:13
E0005995,comment,U00736,S02998,post,P002598,"{""device"": ""mobile"", ""duration_sec"": 168}",2024-08-25T20:25:24
E0005996,view,U00050,S00050,post,P003744,"{""device"": ""tablet"", ""duration_sec"": 408}",2025-03-24T14:29:08
E0005997,click,U00209,S03587,comment,CM0001517,"{""device"": ""tablet"", ""duration_sec"": 89}",2025-11-01T10:07:47
E0005998,view,U01832,S00348,post,P003539,"{""device"": ""desktop"", ""duration_sec"": 259}",2024-04-25T14:58:16
E0005999,view,U02952,S00475,post,P003168,"{""device"": ""mobile"", ""duration_sec"": 551}",2025-06-02T15:12:24
E0006000,view,U02800,S04070,post,P003744,"{""device"": ""desktop"", ""duration_sec"": 122}",2024-01-29T15:08:30
E0006001,view,U02248,S04744,comment,CM0000739,"{""device"": ""tablet"", ""duration_sec"": 445}",2025-03-01T14:34:32
E0006002,view,U00086,S00034,community,C030,"{""device"": ""tablet"", ""duration_sec"": 432}",2024-09-05T18:16:40
E0006003,view,U01751,S02621,post,P000410,"{""device"": ""mobile"", ""duration_sec"": 447}",2024-10-04T22:26:43
E0006004,join,U00281,S03893,post,P001246,"{""device"": ""tablet"", ""duration_sec"": 60}",2025-01-29T14:33:49
E0006005,view,U01259,S01386,post,P002129,"{""device"": ""desktop"", ""duration_sec"": 175}",2024-08-23T13:30:14
E0006006,view,U00549,S02493,post,P002073,"{""device"": ""mobile"", ""duration_sec"": 207}",2025-06-18T12:48:41
E0006007,vote,U00190,S03148,post,P003659,"{""device"": ""tablet"", ""duration_sec"": 317}",2025-08-20T08:56:24
E0006008,click,U01200,S03787,post,P003260,"{""device"": ""mobile"", ""duration_sec"": 402}",2024-10-22T05:13:59
E0006009,vote,U02535,S04080,post,P000483,"{""device"": ""tablet"", ""duration_sec"": 396}",2024-05-20T22:44:22
E0006010,view,U00961,S02145,comment,CM0002056,"{""device"": ""desktop"", ""duration_sec"": 381}",2024-05-19T17:49:25
E0006011,view,U00935,S04676,comment,CM0000816,"{""device"": ""tablet"", ""duration_sec"": 585}",2025-05-28T20:27:58
E0006012,click,U00582,S02665,comment,CM0000595,"{""device"": ""tablet"", ""duration_sec"": 37}",2024-03-07T07:26:02
E0006013,click,U01281,S04512,community,C167,"{""device"": ""mobile"", ""duration_sec"": 316}",2025-09-20T21:52:10
E0006014,view,U02600,S03378,post,P001201,"{""device"": ""tablet"", ""duration_sec"": 173}",2024-01-24T23:22:35
E0006015,view,U00404,S01923,post,P001613,"{""device"": ""tablet"", ""duration_sec"": 471}",2025-09-22T07:08:58
E0006016,view,U01595,S02059,post,P001885,"{""device"": ""desktop"", ""duration_sec"": 138}",2024-08-01T22:50:38
E0006017,vote,U02988,S00549,post,P002621,"{""device"": ""desktop"", ""duration_sec"": 460}",2024-10-15T07:56:20
E0006018,click,U02107,S02410,post,P003477,"{""device"": ""mobile"", ""duration_sec"": 381}",2025-07-20T03:13:38
E0006019,vote,U01683,S00258,post,P000528,"{""device"": ""tablet"", ""duration_sec"": 7}",2025-04-01T20:35:35
E0006020,click,U01991,S01254,post,P001761,"{""device"": ""mobile"", ""duration_sec"": 348}",2024-04-04T09:04:59
E0006021,click,U01731,S02358,post,P003689,"{""device"": ""mobile"", ""duration_sec"": 487}",2025-02-23T03:46:11
E0006022,view,U02206,S02434,post,P000527,"{""device"": ""desktop"", ""duration_sec"": 442}",2024-10-24T10:10:24
E0006023,comment,U00288,S03717,community,C138,"{""device"": ""tablet"", ""duration_sec"": 373}",2025-05-19T11:27:35
E0006024,vote,U02156,S04705,post,P003839,"{""device"": ""desktop"", ""duration_sec"": 160}",2024-05-06T18:47:25
E0006025,view,U02984,S02161,post,P000141,"{""device"": ""mobile"", ""duration_sec"": 569}",2025-08-07T22:44:23
E0006026,view,U00916,S04923,post,P002503,"{""device"": ""desktop"", ""duration_sec"": 578}",2024-02-17T23:54:17
E0006027,view,U02885,S00292,post,P002181,"{""device"": ""tablet"", ""duration_sec"": 3}",2024-11-05T16:46:22
E0006028,view,U00680,S04754,post,P000551,"{""device"": ""desktop"", ""duration_sec"": 305}",2025-10-07T00:54:12
E0006029,click,U00124,S02304,post,P001029,"{""device"": ""mobile"", ""duration_sec"": 545}",2025-10-11T08:47:06
E0006030,comment,U01615,S01452,post,P003159,"{""device"": ""desktop"", ""duration_sec"": 391}",2024-12-25T19:00:36
E0006031,view,U02594,S03879,post,P003764,"{""device"": ""tablet"", ""duration_sec"": 595}",2024-03-01T06:16:12
E0006032,share,U01486,S00963,post,P002917,"{""device"": ""mobile"", ""duration_sec"": 159}",2025-04-20T22:42:57
E0006033,view,U01485,S03033,post,P002739,"{""device"": ""desktop"", ""duration_sec"": 79}",2024-11-12T19:17:29
E0006034,share,U01933,S01449,post,P001363,"{""device"": ""desktop"", ""duration_sec"": 304}",2024-11-03T13:57:50
E0006035,view,U02052,S00260,community,C029,"{""device"": ""mobile"", ""duration_sec"": 115}",2024-05-17T11:34:48
E0006036,click,U01760,S00494,post,P000619,"{""device"": ""tablet"", ""duration_sec"": 278}",2024-05-21T09:23:01
E0006037,view,U01957,S00817,post,P002983,"{""device"": ""tablet"", ""duration_sec"": 79}",2024-02-14T21:35:39
E0006038,join,U02561,S00937,post,P001898,"{""device"": ""desktop"", ""duration_sec"": 320}",2025-02-05T09:23:50
E0006039,comment,U01504,S02731,post,P002871,"{""device"": ""desktop"", ""duration_sec"": 451}",2024-03-15T12:14:35
E0006040,view,U00926,S01620,comment,CM0003654,"{""device"": ""desktop"", ""duration_sec"": 447}",2024-02-22T00:29:36
E0006041,view,U02480,S00414,post,P002703,"{""device"": ""mobile"", ""duration_sec"": 82}",2024-07-08T18:34:19
E0006042,share,U00356,S01622,post,P000005,"{""device"": ""tablet"", ""duration_sec"": 25}",2024-10-13T03:44:44
E0006043,view,U00261,S04950,comment,CM0005848,"{""device"": ""mobile"", ""duration_sec"": 468}",2024-05-01T20:04:17
E0006044,click,U02786,S01641,comment,CM0003507,"{""device"": ""tablet"", ""duration_sec"": 538}",2024-12-21T14:39:40
E0006045,comment,U02914,S04956,post,P001015,"{""device"": ""tablet"", ""duration_sec"": 21}",2025-03-07T17:11:57
E0006046,vote,U02026,S03239,post,P002555,"{""device"": ""tablet"", ""duration_sec"": 485}",2025-02-18T21:26:24
E0006047,click,U02535,S01361,comment,CM0002755,"{""device"": ""tablet"", ""duration_sec"": 418}",2024-10-25T02:41:07
E0006048,view,U00877,S03263,post,P003887,"{""device"": ""desktop"", ""duration_sec"": 176}",2025-02-12T11:24:35
E0006049,view,U01364,S03828,post,P001455,"{""device"": ""desktop"", ""duration_sec"": 515}",2025-07-24T03:56:46
E0006050,view,U01865,S01034,post,P003135,"{""device"": ""desktop"", ""duration_sec"": 278}",2024-06-23T23:58:53
E0006051,view,U02112,S02742,post,P002120,"{""device"": ""tablet"", ""duration_sec"": 459}",2025-01-12T13:06:21
E0006052,view,U01006,S02885,comment,CM0001081,"{""device"": ""tablet"", ""duration_sec"": 22}",2024-04-09T03:40:25
E0006053,view,U01614,S00779,post,P003747,"{""device"": ""tablet"", ""duration_sec"": 276}",2024-01-20T23:15:05
E0006054,share,U01428,S02151,comment,CM0006819,"{""device"": ""tablet"", ""duration_sec"": 564}",2024-07-06T02:54:38
E0006055,view,U02641,S02197,comment,CM0003891,"{""device"": ""mobile"", ""duration_sec"": 565}",2025-06-25T01:22:40
E0006056,vote,U01300,S02860,post,P003403,"{""device"": ""desktop"", ""duration_sec"": 490}",2025-09-22T22:20:29
E0006057,vote,U00267,S02386,post,P002184,"{""device"": ""desktop"", ""duration_sec"": 375}",2024-12-12T11:22:54
E0006058,view,U00992,S01928,comment,CM0002089,"{""device"": ""desktop"", ""duration_sec"": 489}",2024-05-06T08:57:00
E0006059,view,U00520,S03045,post,P000609,"{""device"": ""desktop"", ""duration_sec"": 340}",2024-06-23T14:52:04
E0006060,join,U01097,S03944,comment,CM0006029,"{""device"": ""desktop"", ""duration_sec"": 248}",2025-09-12T00:40:08
E0006061,view,U01105,S03683,post,P000707,"{""device"": ""desktop"", ""duration_sec"": 139}",2025-09-19T01:00:19
E0006062,vote,U01675,S00515,post,P003984,"{""device"": ""tablet"", ""duration_sec"": 574}",2024-12-14T00:07:21
E0006063,view,U00592,S04716,post,P001909,"{""device"": ""mobile"", ""duration_sec"": 170}",2024-07-10T22:18:16
E0006064,click,U00038,S02840,post,P003333,"{""device"": ""desktop"", ""duration_sec"": 371}",2025-02-27T23:25:12
E0006065,view,U02015,S03990,post,P003694,"{""device"": ""tablet"", ""duration_sec"": 338}",2024-11-08T13:04:56
E0006066,comment,U02733,S03397,post,P002260,"{""device"": ""tablet"", ""duration_sec"": 555}",2024-12-02T11:36:40
E0006067,view,U01267,S01649,comment,CM0004619,"{""device"": ""mobile"", ""duration_sec"": 227}",2024-03-15T16:42:22
E0006068,vote,U00902,S02510,comment,CM0002182,"{""device"": ""desktop"", ""duration_sec"": 47}",2025-10-22T01:52:32
E0006069,click,U01162,S04869,post,P002505,"{""device"": ""desktop"", ""duration_sec"": 561}",2024-05-15T03:40:03
E0006070,view,U01901,S03475,post,P001979,"{""device"": ""mobile"", ""duration_sec"": 60}",2024-01-16T04:56:31
E0006071,click,U02820,S01689,post,P001944,"{""device"": ""mobile"", ""duration_sec"": 593}",2024-09-15T02:30:48
E0006072,click,U00293,S02663,post,P000750,"{""device"": ""tablet"", ""duration_sec"": 113}",2024-08-10T07:18:10
E0006073,view,U00661,S04661,comment,CM0006826,"{""device"": ""tablet"", ""duration_sec"": 568}",2024-11-13T23:28:55
E0006074,view,U02370,S01427,post,P001244,"{""device"": ""mobile"", ""duration_sec"": 372}",2024-09-30T20:39:35
E0006075,vote,U01223,S03815,post,P003475,"{""device"": ""mobile"", ""duration_sec"": 509}",2024-10-07T10:33:20
E0006076,view,U01589,S00475,post,P003336,"{""device"": ""desktop"", ""duration_sec"": 75}",2025-03-08T03:04:08
E0006077,vote,U00448,S04854,post,P002485,"{""device"": ""tablet"", ""duration_sec"": 600}",2024-04-15T11:20:16
E0006078,click,U01469,S02815,post,P002831,"{""device"": ""desktop"", ""duration_sec"": 177}",2024-08-03T13:20:56
E0006079,comment,U02310,S00559,post,P000872,"{""device"": ""tablet"", ""duration_sec"": 299}",2024-05-12T12:44:52
E0006080,click,U02262,S04804,post,P002941,"{""device"": ""desktop"", ""duration_sec"": 439}",2024-01-07T19:35:29
E0006081,vote,U02624,S02404,post,P003044,"{""device"": ""desktop"", ""duration_sec"": 29}",2024-11-11T20:52:39
E0006082,vote,U00546,S02611,comment,CM0006190,"{""device"": ""desktop"", ""duration_sec"": 305}",2025-08-20T02:10:20
E0006083,view,U01431,S00530,post,P000733,"{""device"": ""mobile"", ""duration_sec"": 275}",2024-10-29T16:59:04
E0006084,vote,U01356,S01682,post,P002379,"{""device"": ""desktop"", ""duration_sec"": 560}",2024-04-04T17:09:17
E0006085,comment,U00823,S03624,post,P002605,"{""device"": ""mobile"", ""duration_sec"": 375}",2024-11-03T04:18:41
E0006086,vote,U02115,S02420,community,C150,"{""device"": ""tablet"", ""duration_sec"": 185}",2024-08-17T18:15:22
E0006087,click,U00387,S03839,post,P000428,"{""device"": ""desktop"", ""duration_sec"": 238}",2024-01-12T16:23:15
E0006088,view,U00908,S02889,post,P001348,"{""device"": ""desktop"", ""duration_sec"": 153}",2024-08-11T07:08:31
E0006089,view,U02251,S03508,post,P001393,"{""device"": ""mobile"", ""duration_sec"": 584}",2024-07-08T04:53:26
E0006090,view,U02669,S00184,post,P003116,"{""device"": ""desktop"", ""duration_sec"": 351}",2024-12-31T15:48:15
E0006091,view,U01655,S02394,post,P001562,"{""device"": ""mobile"", ""duration_sec"": 272}",2025-01-14T13:59:32
E0006092,click,U02875,S03050,comment,CM0002913,"{""device"": ""desktop"", ""duration_sec"": 20}",2024-08-05T23:55:09
E0006093,view,U01940,S02598,post,P002099,"{""device"": ""desktop"", ""duration_sec"": 117}",2024-03-19T19:49:32
E0006094,click,U02797,S03107,post,P000540,"{""device"": ""tablet"", ""duration_sec"": 69}",2025-07-05T06:13:16
E0006095,view,U00396,S03023,comment,CM0005976,"{""device"": ""tablet"", ""duration_sec"": 177}",2024-06-09T22:44:16
E0006096,vote,U02009,S03559,comment,CM0004869,"{""device"": ""tablet"", ""duration_sec"": 157}",2024-09-04T05:18:01
E0006097,vote,U00483,S03663,post,P002276,"{""device"": ""desktop"", ""duration_sec"": 377}",2024-02-23T08:09:46
E0006098,vote,U00730,S03271,comment,CM0000328,"{""device"": ""desktop"", ""duration_sec"": 516}",2024-06-19T07:49:20
E0006099,view,U02483,S02096,community,C003,"{""device"": ""mobile"", ""duration_sec"": 480}",2025-08-07T01:13:43
E0006100,click,U01199,S00465,comment,CM0003217,"{""device"": ""mobile"", ""duration_sec"": 562}",2025-02-11T16:15:15
E0006101,view,U00703,S02699,post,P003337,"{""device"": ""desktop"", ""duration_sec"": 31}",2024-12-11T05:24:45
E0006102,vote,U00776,S02675,post,P003517,"{""device"": ""desktop"", ""duration_sec"": 311}",2024-11-19T22:12:04
E0006103,comment,U00069,S04742,post,P002991,"{""device"": ""desktop"", ""duration_sec"": 342}",2024-10-19T01:16:33
E0006104,vote,U02669,S00321,community,C110,"{""device"": ""desktop"", ""duration_sec"": 344}",2025-10-05T20:18:02
E0006105,view,U01064,S04644,post,P002987,"{""device"": ""desktop"", ""duration_sec"": 218}",2025-01-10T15:46:09
E0006106,view,U00330,S02184,post,P003628,"{""device"": ""mobile"", ""duration_sec"": 442}",2025-10-10T09:19:09
E0006107,view,U01703,S02010,comment,CM0006047,"{""device"": ""desktop"", ""duration_sec"": 119}",2025-04-17T16:10:21
E0006108,click,U00594,S01315,comment,CM0001805,"{""device"": ""desktop"", ""duration_sec"": 146}",2024-09-20T19:06:13
E0006109,click,U02462,S00352,post,P002632,"{""device"": ""mobile"", ""duration_sec"": 565}",2025-09-08T03:04:59
E0006110,vote,U01664,S01009,post,P002997,"{""device"": ""tablet"", ""duration_sec"": 259}",2025-10-22T07:55:02
E0006111,vote,U01181,S02361,comment,CM0004049,"{""device"": ""tablet"", ""duration_sec"": 322}",2025-03-19T17:51:31
E0006112,click,U01329,S03460,post,P001581,"{""device"": ""tablet"", ""duration_sec"": 225}",2024-07-23T17:38:04
E0006113,view,U01996,S03191,post,P000698,"{""device"": ""desktop"", ""duration_sec"": 590}",2024-03-02T17:27:29
E0006114,view,U02836,S01796,post,P001032,"{""device"": ""tablet"", ""duration_sec"": 356}",2024-09-25T00:31:59
E0006115,view,U01666,S04943,community,C117,"{""device"": ""mobile"", ""duration_sec"": 283}",2024-12-26T03:43:50
E0006116,join,U02394,S03817,post,P003852,"{""device"": ""mobile"", ""duration_sec"": 198}",2024-01-18T18:53:21
E0006117,comment,U01952,S02726,post,P003095,"{""device"": ""tablet"", ""duration_sec"": 330}",2025-04-07T21:55:04
