community_id,name,title,description,rules,creator_id,moderators,members_count,is_private,created_at
C186,maybe186,Maybe186 Community,Hit budget Congress guess soon approach suggest everyone nature environmental six understand rather.,No spam; Be respectful; No hate,U02271,"U00558,U02889",4385,False,2024-07-05
C187,democratic187,Democratic187 Community,Through note act front person everyone involve.,No spam; Be respectful; No hate,U00255,"U00116,U02693",13776,False,2024-07-14
C188,during188,During188 Community,Peace number environment need subject charge network first detail south.,No spam; Be respectful; No hate,U02124,U01295,7654,False,2024-01-28
C189,thank189,Thank189 Community,Data pattern west before science without especially main believe suddenly determine least close.,No spam; Be respectful; No hate,U00538,"U00535,U01842,U02604",9864,False,2024-02-11
C190,consumer190,Consumer190 Community,Evidence about provide itself team support land discussion suggest impact.,No spam; Be respectful; No hate,U00874,"U02766,U00722",16173,False,2024-11-17
C191,life191,Life191 Community,Character thousand sure seek age share day pull job themselves garden again medical.,No spam; Be respectful; No hate,U02604,"U00664,U01165,U01222",15010,False,2024-09-30
C192,important192,Important192 Community,Paper health region over recognize help small debate fire if eat fact discuss.,No spam; Be respectful; No hate,U01714,U00257,3495,False,2024-02-29
C193,plan193,Plan193 Community,Whether rather none population ask require against occur growth after job knowledge interest join.,No spam; Be respectful; No hate,U00859,"U02862,U00059,U02014",17893,False,2025-03-09
C194,happen194,Happen194 Community,Especially treatment employee citizen despite one military most cultural already.,No spam; Be respectful; No hate,U02000,"U00195,U01619,U01705",2591,False,2024-08-20
C195,I195,I195 Community,Answer direction religious city past need economy moment effort chance center job.,No spam; Be respectful; No hate,U01421,"U02092,U01358,U02104",13201,False,2024-10-01
C196,truth196,Truth196 Community,Director find minute discussion begin appear pressure six west.,No spam; Be respectful; No hate,U01774,"U02903,U01215",2668,False,2024-01-23
C197,year197,Year197 Community,Explain like institution collection admit which owner baby significant.,No spam; Be respectful; No hate,U00677,"U02257,U02788,U02140",5817,False,2024-02-29
C198,exist198,Exist198 Community,Move single network hard condition move cost skin for.,No spam; Be respectful; No hate,U00702,"U02144,U02888,U02214",12542,False,2024-02-02
C199,Congress199,Congress199 Community,Message again mean arm career answer choose car technology strong off.,No spam; Be respectful; No hate,U01295,"U01117,U01598,U02414",19898,False,2024-08-28
C200,family200,Family200 Community,Early compare body eat policy senior attack help a leave sometimes quality house must.,No spam; Be respectful; No hate,U00720,"U02055,U00641,U02838",17502,False,2024-12-14
